iteration,live_cells,dead_cells,duration_ms
961,9,23,2.469899976858869
962,9,19,2.751499996520579
963,9,23,2.3421000223606825
964,9,19,2.291099983267486
965,9,23,2.421300014248118
966,9,19,2.4597000156063586
967,9,23,2.375999989453703
968,9,19,2.341799990972504
969,9,23,2.7182000048924237
970,9,19,2.248399978270754
971,9,23,2.3228000209201127
972,9,19,2.5687000015750527
973,9,23,2.4766999995335937
974,9,19,2.292299992404878
975,9,23,2.4615000002086163
976,9,19,2.2545999963767827
977,9,23,2.3182000149972737
978,9,19,2.3050000017974526
979,9,23,2.2717000101692975
980,9,19,2.2302999859675765
981,9,23,2.3856000043451786
982,9,19,2.2427999938372523
983,9,23,2.432500012218952
984,9,19,2.209700003731996
985,9,23,2.534600003855303
986,9,19,2.258099993923679
987,9,23,2.2385999909602106
988,9,19,2.3859000066295266
989,9,23,2.546000003349036
990,9,19,2.1942000021226704
991,9,23,2.4723999958951026
992,9,19,2.5533000007271767
993,9,23,2.488800004357472
994,9,19,2.4452999932691455
995,9,23,2.4154999991878867
996,9,19,2.375599986407906
997,9,23,2.9082999972160906
998,9,19,2.4238000041805208
999,9,23,2.608100010547787
1000,9,19,2.4821999832056463
1001,9,23,2.6236999838147312
1002,9,19,3.329300001496449
1003,9,23,3.1413999968208373
1004,9,19,2.6470999873708934
1005,9,23,2.5687000015750527
1006,9,19,2.729700005147606
1007,9,23,2.7524999750312418
1008,9,19,2.715500013437122
1009,9,23,3.429500007769093
1010,9,19,2.798000001348555
1011,9,23,2.6437999913468957
1012,9,19,3.152600023895502
1013,9,23,2.787500008707866
1014,9,19,3.7506000080611557
1015,9,23,2.802500006509945
1016,9,19,2.5547000113874674
1017,9,23,2.815499989083037
1018,9,19,3.2423000084236264
1019,9,23,3.2213000231422484
1020,9,19,3.205299988621846
1021,9,23,2.983599988510832
1022,9,19,2.592400007415563
1023,9,23,2.7996000135317445
1024,9,19,2.8104000084567815
1025,9,23,3.731399978278205
1026,9,19,2.821700007189065
1027,9,23,2.707899984670803
1028,9,19,2.5130999856628478
1029,9,23,2.9079000232741237
1030,9,19,3.048699989449233
1031,9,23,3.3392999903298914
1032,9,19,2.887100010411814
1033,9,23,3.161900007398799
1034,9,19,2.9375999874901026
1035,9,23,2.6667999918572605
1036,9,19,3.317100025014952
1037,9,23,2.674099989235401
1038,9,19,2.7150000096298754
1039,9,23,3.570200002286583
1040,9,19,3.364099975442514
1041,9,23,2.5686999724712223
1042,9,19,3.406800009543076
1043,9,23,2.6439999928697944
1044,9,19,2.66100000590086
1045,9,23,2.711599983740598
1046,9,19,3.142800007481128
1047,9,23,3.2250999938696623
1048,9,19,3.6392000038176775
1049,9,23,3.0562000174541026
1050,9,19,2.332899981411174
1051,9,23,2.3332000127993524
1052,9,19,2.1798000088892877
1053,9,23,2.515600004699081
1054,9,19,2.3000000219326466
1055,9,23,2.394600014667958
1056,9,19,2.2997000196482986
1057,9,23,2.3187999904621392
1058,9,19,2.19719999586232
1059,9,23,2.4333999899681658
1060,9,19,2.3609999916516244
1061,9,23,2.3302999907173216
1062,9,19,2.299099985975772
1063,9,23,2.5307000032626092
1064,9,19,2.4105999909806997
1065,9,23,2.5849000085145235
1066,9,19,2.4742000096011907
1067,9,23,2.485700009856373
1068,9,19,2.525799995055422
1069,9,23,2.7809999883174896
1070,9,19,2.4879999982658774
1071,9,23,2.580700005637482
1072,9,19,2.7655999874696136
1073,9,23,3.265800012741238
1074,9,19,2.887100010411814
1075,9,23,2.895599987823516
1076,9,19,2.73499998729676
1077,9,23,2.744199999142438
1078,9,19,3.3357000211253762
1079,9,23,3.7385000032372773
1080,9,19,2.750299987383187
1081,9,23,2.872100012609735
1082,9,19,2.7111000090371817
1083,9,23,2.6243999891448766
1084,9,19,4.041499982122332
1085,9,23,3.0672000139020383
1086,9,19,2.62539999675937
1087,9,23,3.2973999914247543
1088,9,19,2.8455000137910247
1089,9,23,3.048399987164885
1090,9,19,3.113399987341836
1091,9,23,3.0095000111032277
1092,9,19,2.452299988362938
1093,9,23,3.496500023175031
1094,9,19,2.751499996520579
1095,9,23,3.7280000105965883
1096,9,19,2.765399985946715
1097,9,23,2.519000001484528
1098,9,19,2.7928999916184694
1099,9,23,2.9257999849505723
1100,9,19,3.133399994112551
1101,9,23,3.119700006209314
1102,9,19,2.8003999905195087
1103,9,23,2.6369999977760017
1104,9,19,2.6812000141944736
1105,9,23,3.14839999191463
1106,9,19,2.7840000111609697
1107,9,23,2.437999995891005
1108,9,19,2.26239999756217
1109,9,23,2.3819000052753836
1110,9,19,2.310000010766089
1111,9,23,2.3966000007931143
1112,9,19,2.3065000132191926
1113,9,23,2.466399979311973
1114,9,19,2.2177999780979007
1115,9,23,2.2877999872434884
1116,9,19,2.2755999816581607
1117,9,23,2.2675999789498746
1118,9,19,2.3170000058598816
1119,9,23,2.2609000152442604
1120,9,19,2.2510999988298863
1121,9,23,2.348599984543398
1122,9,19,2.1570000099018216
1123,9,23,2.2532000148203224
1124,9,19,2.2621999960392714
1125,9,23,2.585000009275973
1126,9,19,2.2957999899517745
1127,9,23,2.444100013235584
1128,9,19,2.3244000039994717
1129,9,23,2.3258000146597624
1130,9,19,2.3147999891079962
1131,9,23,2.3831999860703945
1132,9,19,2.227899996796623
1133,9,23,2.382000006036833
1134,9,19,2.3683000181335956
1135,9,23,2.390600013313815
1136,9,19,2.293700003065169
1137,9,23,2.415299997664988
1138,9,19,2.509300014935434
1139,9,23,2.65650000073947
1140,9,19,2.337100013392046
1141,9,23,2.4898999836295843
1142,9,19,2.452299988362938
1143,9,23,2.5347000046167523
1144,9,19,2.462000004015863
1145,9,23,2.530900004785508
1146,9,19,2.619800012325868
1147,9,23,2.64170000446029
1148,9,19,3.187700000125915
1149,9,23,2.737199974944815
1150,9,19,2.7427000168245286
1151,9,23,2.737100003287196
1152,9,19,3.0020999838598073
1153,9,23,3.3010000188369304
1154,9,19,3.1331999925896525
1155,9,23,2.961500023957342
1156,9,19,2.6926000136882067
1157,9,23,2.5059999898076057
1158,9,19,2.268800017191097
1159,9,23,2.9018000059295446
1160,9,19,2.7642000059131533
1161,9,23,2.673300012247637
1162,9,19,2.679299999726936
1163,9,23,2.9986000154167414
1164,9,19,2.636799996253103
1165,9,23,3.396699990844354
1166,9,19,3.182599990395829
1167,9,23,3.23880001087673
1168,9,19,2.702900004805997
1169,9,23,3.52920001023449
1170,9,19,4.1520000086165965
1171,9,23,2.9020000074524432
1172,9,19,2.5184999976772815
1173,9,23,2.953999995952472
1174,9,19,3.048799990210682
1175,9,23,3.275300026871264
1176,9,19,3.3762000093702227
1177,9,23,2.8415999840945005
1178,9,19,2.9131000046618283
1179,9,23,2.918500016676262
1180,9,19,2.810200006933883
1181,9,23,3.8872000004630536
1182,9,19,2.8707000019494444
1183,9,23,2.80030001886189
1184,9,19,2.740199997788295
1185,9,23,2.3261999886017293
1186,9,19,2.5568999990355223
1187,9,23,2.7938999992329627
1188,9,19,2.352100011194125
1189,9,23,2.364499989198521
1190,9,19,2.2419000160880387
1191,9,23,2.360899990890175
1192,9,19,2.431699977023527
1193,9,23,2.445799997076392
1194,9,19,2.467599988449365
1195,9,23,2.394099981756881
1196,9,19,2.275399980135262
1197,9,23,2.4120000016409904
1198,9,19,2.23129999358207
1199,9,23,2.3166000028140843
1200,9,19,2.347800007555634
1201,9,23,2.3114999930839986
1202,9,19,2.1717000054195523
1203,9,23,2.317700011190027
1204,9,19,2.343600004678592
1205,9,23,2.310900017619133
1206,9,19,2.2119000204838812
1207,9,23,2.3099000100046396
1208,9,19,2.21950002014637
1209,9,23,2.334399992832914
1210,9,19,2.233499981230125
1211,9,23,2.2628000006079674
1212,9,19,2.428800013149157
1213,9,23,2.398999989964068
1214,9,19,2.2738999978173524
1215,9,23,2.60169999091886
1216,9,19,2.8571999864652753
1217,9,23,2.5519000191707164
1218,9,19,2.958900004159659
1219,9,23,2.5120999780483544
1220,9,19,2.2418999869842082
1221,9,23,2.6406999968457967
1222,9,19,2.809600002365187
1223,9,23,2.882800006773323
1224,9,19,3.021800017450005
1225,9,23,2.9233999957796186
1226,9,19,2.854899998055771
1227,9,23,3.6736000038217753
1228,9,19,2.4895000096876174
1229,9,23,2.7359999949112535
1230,9,19,3.2093000190798193
1231,9,23,3.021900018211454
1232,9,19,3.0746000120416284
1233,9,23,3.702100017108023
1234,9,19,2.6618000119924545
1235,9,23,2.7944000030402094
1236,9,19,2.951200003735721
1237,9,23,2.8254000062588602
1238,9,19,3.043500008061528
1239,9,23,2.4747000134084374
1240,9,19,2.9366000089794397
1241,9,23,2.495900000212714
1242,9,19,2.7079999854322523
1243,9,23,2.9132000054232776
1244,9,19,3.3687000104691833
1245,9,23,2.9289999802131206
1246,9,19,3.0709000129718333
1247,9,23,2.6906999992206693
1248,9,19,2.6951000036206096
1249,9,23,3.8064000254962593
1250,9,19,2.947800006950274
1251,9,23,2.784100011922419
1252,9,19,3.046500001801178
1253,9,23,2.697099989745766
1254,9,19,2.7578999870456755
1255,9,23,3.5198000259697437
1256,9,19,2.8701999981421977
1257,9,23,3.0098000133875757
1258,9,19,2.9476000054273754
1259,9,23,2.436700015095994
1260,9,19,2.7657999889925122
1261,9,23,2.7931999939028174
1262,9,19,2.3407999833580106
1263,9,23,2.4007000029087067
1264,9,19,2.359300007810816
1265,9,23,2.3136000090744346
1266,9,19,2.2338000126183033
1267,9,23,2.5446999934501946
1268,9,19,2.5203000113833696
1269,9,23,2.4272000009659678
1270,9,19,2.261400019051507
1271,9,23,2.269000018713996
1272,9,19,2.286000002641231
1273,9,23,2.4118000001180917
1274,9,19,2.4653000000398606
1275,9,23,2.4338000221177936
1276,9,19,2.2889999963808805
1277,9,23,2.396199997747317
1278,9,19,2.3209000064525753
1279,9,23,2.3268999939318746
1280,9,19,2.3859999782871455
1281,9,23,2.406399988103658
1282,9,19,2.354200027184561
1283,9,23,2.3726000217720866
1284,9,19,2.257799991639331
1285,9,23,2.3105999862309545
1286,9,19,2.311800024472177
1287,9,23,2.4062000156845897
1288,9,19,2.284400019561872
1289,9,23,2.3732999979984015
1290,9,19,2.514699997846037
1291,9,23,2.2880999895278364
1292,9,19,2.3604999878443778
1293,9,23,2.9907000134699047
1294,9,19,2.522599999792874
1295,9,23,2.5754999951459467
1296,9,19,2.8276999946683645
1297,9,23,2.914200013037771
1298,9,19,2.9596000094898045
1299,9,23,3.448799980105832
1300,9,19,3.2959000091068447
1301,9,23,3.2987000013235956
1302,9,19,3.476800018688664
1303,9,23,4.672799987019971
1304,9,19,4.57380001898855
1305,9,23,4.593999998178333
1306,9,19,4.587500006891787
1307,9,23,4.033400007756427
1308,9,19,4.037900012917817
1309,9,23,3.6506000033114105
1310,9,19,3.4802999871317297
1311,9,23,3.1996000034268945
1312,9,19,3.074099979130551
1313,9,23,4.425899998750538
1314,9,19,3.366400022059679
1315,9,23,4.227700002957135
1316,9,19,4.009500000393018
1317,9,23,3.4890999959316105
1318,9,19,3.860500000882894
1319,9,23,3.434799989918247
1320,9,19,3.1364000169560313
1321,9,23,3.762199979973957
1322,9,19,4.172400018433109
1323,9,23,3.2559999963268638
1324,9,19,3.126600000541657
1325,9,23,3.186799993272871
1326,9,19,2.961599995614961
1327,9,23,3.9040000119712204
1328,9,19,2.972399990539998
1329,9,23,2.6920000091195107
1330,9,19,2.7944999746978283
1331,9,23,2.7390000177547336
1332,9,19,2.4372999905608594
1333,9,23,2.6224000030197203
1334,9,19,2.463099983287975
1335,9,23,2.436500013573095
1336,9,19,2.326399990124628
1337,9,23,2.4856999807525426
1338,9,19,2.365099993767217
1339,9,23,2.590399992186576
1340,9,19,2.3330000112764537
1341,9,23,2.382999984547496
1342,9,19,2.2382999886758626
1343,9,23,2.2669000027235597
1344,9,19,2.4449999909847975
1345,9,23,2.603800006909296
1346,9,19,2.48170000850223
1347,9,23,2.383399987593293
1348,9,19,2.295099984621629
1349,9,23,2.227299992227927
1350,9,19,2.349100017454475
1351,9,23,2.295699989190325
1352,9,19,2.468799997586757
1353,9,23,2.2496000165119767
1354,9,19,2.2567999840248376
1355,9,23,2.4126000062096864
1356,9,19,2.4081000010482967
1357,9,23,2.2390999947674572
1358,9,19,2.4022999859880656
1359,9,23,2.5840000016614795
1360,9,19,2.550099976360798
1361,9,23,2.4686000251676887
1362,9,19,2.367399982176721
1363,9,23,2.4843999999575317
1364,9,19,2.8551000286825
1365,9,23,3.1793999951332808
1366,9,19,3.0639999895356596
1367,9,23,2.6259000005666167
1368,9,19,2.709800028242171
1369,9,23,2.938899997388944
1370,9,19,4.2529999918770045
1371,9,23,3.545599989593029
1372,9,19,3.0826999864075333
1373,9,23,2.5926000089384615
1374,9,19,2.5010000099428
1375,9,23,4.159000003710389
1376,9,19,3.12619999749586
1377,9,23,3.633599990280345
1378,9,19,3.16330001805909
1379,9,23,2.8399000002536923
1380,9,19,2.7206999948248267
1381,9,23,3.349200007505715
1382,9,19,3.1681999971624464
1383,9,23,2.8331000066827983
1384,9,19,3.0525999900419265
1385,9,23,2.50990001950413
1386,9,19,2.535800012992695
1387,9,23,3.500599996186793
1388,9,19,2.9068999865558
1389,9,23,2.9319000022951514
1390,9,19,3.859399992506951
1391,9,23,2.869500021915883
1392,9,19,2.7747999993152916
1393,9,23,3.4462999901734293
1394,9,19,2.8503000212367624
1395,9,23,3.1270000035874546
1396,9,19,3.273500013165176
1397,9,23,2.7097999991383404
1398,9,19,3.6486000171862543
1399,9,23,2.552400022977963
1400,9,19,2.294400008395314
1401,9,23,2.4073999957181513
1402,9,19,2.2541999933309853
1403,9,23,2.3542999988421798
1404,9,19,2.4135999847203493
1405,9,23,2.9340999899432063
1406,9,19,2.4272000009659678
1407,9,23,2.3996999952942133
1408,9,19,2.2770999930799007
1409,9,23,2.37800000468269
1410,9,19,2.2478999744635075
1411,9,23,2.3898000072222203
1412,9,19,2.517399989301339
1413,9,23,2.3796000168658793
1414,9,19,2.3178000119514763
1415,9,23,2.3083999985828996
1416,9,19,2.1983000042382628
1417,9,23,2.3421999940183014
1418,9,19,2.3809999984223396
1419,9,23,2.6511999894864857
1420,9,19,2.263699978357181
1421,9,23,2.3785999801475555
1422,9,19,2.2706000017933547
1423,9,23,2.2293000074569136
1424,9,19,2.2443000052589923
1425,9,23,2.4719000211916864
1426,9,19,2.291099983267486
1427,9,23,2.3310999968089163
1428,9,19,2.2487999813165516
1429,9,23,2.5788999919313937
1430,9,19,2.504500007489696
1431,9,23,2.3370000126305968
1432,9,19,2.677399985259399
1433,9,23,2.572500001406297
1434,9,19,2.7575999847613275
1435,9,23,2.6860999932978302
1436,9,19,2.467200014507398
1437,9,23,2.9808999970555305
1438,9,19,3.61509999493137
1439,9,23,2.826599986292422
1440,9,19,3.2541999826207757
1441,9,23,3.587199986213818
1442,9,19,3.639100003056228
1443,9,23,4.328600014559925
1444,9,19,3.0504000023938715
1445,9,23,2.755199995590374
1446,9,19,2.7311999874655157
1447,9,23,4.205499979434535
1448,9,19,4.2572999955154955
1449,9,23,3.528600005665794
1450,9,19,3.0541999731212854
1451,9,23,3.03140000323765
1452,9,19,3.848299995297566
1453,9,23,3.9109000063035637
1454,9,19,3.3324999967589974
1455,9,23,4.553500009933487
1456,9,19,4.117799981031567
1457,9,23,4.294899990782142
1458,9,19,3.402400005143136
1459,9,23,3.8309999799821526
1460,9,19,3.714300022693351
1461,9,23,4.7005999949760735
1462,9,19,3.489800001261756
1463,9,23,3.465299989329651
1464,9,19,3.1368000200018287
1465,9,23,3.336299996590242
1466,9,19,3.3639000030234456
1467,9,23,3.51429998409003
1468,9,19,2.822699985699728
1469,9,23,2.6310999819543213
1470,9,19,2.639599988469854
1471,9,23,3.337000001920387
1472,9,19,2.451699983794242
1473,9,23,2.5653000047896057
1474,9,19,2.506099990569055
1475,9,23,2.4876000243239105
1476,9,19,2.445199992507696
1477,9,23,2.72620000760071
1478,9,19,2.448799990816042
1479,9,23,2.5369000213686377
1480,9,19,2.562099980423227
1481,9,23,2.4255000171251595
1482,9,19,2.454900008160621
1483,9,23,2.529399993363768
1484,9,19,2.4895000096876174
1485,9,23,2.5904000212904066
1486,9,19,2.441999997245148
1487,9,23,2.3425999970640987
1488,9,19,2.353300020331517
1489,9,23,2.440299984300509
1490,9,19,2.3489999875891954
1491,9,23,2.551599987782538
1492,9,19,2.67730001360178
1493,9,23,2.533399994717911
1494,9,19,2.3154999944381416
1495,9,23,2.5292999926023185
1496,9,19,2.8116999892517924
1497,9,23,2.8260000108275563
1498,9,19,2.6806000096257776
1499,9,23,2.659899997524917
1500,9,19,2.9171000060159713
1501,9,23,2.7777000213973224
1502,9,19,2.881899999920279
1503,9,23,2.969900000607595
1504,9,19,2.7680000057443976
1505,9,23,3.0436000088229775
1506,9,19,2.9753000126220286
1507,9,23,3.018599993083626
1508,9,19,3.824299987172708
1509,9,23,3.894399997079745
1510,9,19,3.13499997719191
1511,9,23,3.266499988967553
1512,9,19,4.033500008517876
1513,9,23,3.42689998797141
1514,9,19,2.906099980464205
1515,9,23,3.4355000243522227
1516,9,19,3.207400004612282
1517,9,23,3.291799977887422
1518,9,19,4.319200001191348
1519,9,23,3.2746999931987375
1520,9,19,3.382199996849522
1521,9,23,3.882499993778765
1522,9,19,4.943900014040992
1523,9,23,3.5281000018585473
1524,9,19,2.931199996965006
1525,9,23,3.6856000078842044
1526,9,19,2.9854000022169203
1527,9,23,3.178500017384067
1528,9,19,3.005000005941838
1529,9,23,3.3059999987017363
1530,9,19,3.2762999762780964
1531,9,23,3.6011999764014035
1532,9,19,4.131699999561533
1533,9,23,3.3866000012494624
1534,9,19,3.222999977879226
1535,9,23,2.74990001344122
1536,9,19,2.4102000170387328
1537,9,23,3.2285999914165586
1538,9,19,2.538499975344166
1539,9,23,2.5679999962449074
1540,9,19,2.5864000199362636
1541,9,23,2.442700002575293
1542,9,19,2.479599992511794
1543,9,23,2.52909999107942
1544,9,19,2.480499999364838
1545,9,23,2.379200013820082
1546,9,19,2.4225999950431287
1547,9,23,2.3594000085722655
1548,9,19,2.286400005687028
1549,9,23,2.445799997076392
1550,9,19,2.3545000003650784
1551,9,23,2.380499994615093
1552,9,19,2.4591000110376626
1553,9,23,2.4741999804973602
1554,9,19,2.439900010358542
1555,9,23,2.4951999948825687
1556,9,19,2.3984000144992024
1557,9,23,2.4556000134907663
1558,9,19,2.3967000015545636
1559,9,23,2.378900011535734
1560,9,19,2.282100002048537
1561,9,23,2.324200002476573
1562,9,19,2.245700015919283
1563,9,23,2.479599992511794
1564,9,19,2.4671999854035676
1565,9,23,2.6421000075060874
1566,9,19,2.358900004765019
1567,9,23,3.1230000022333115
1568,9,19,2.8270999900996685
1569,9,23,2.5001000030897558
1570,9,19,2.8429999947547913
1571,9,23,3.1429000082425773
1572,9,19,2.9082999972160906
1573,9,23,2.7532999811228365
1574,9,19,3.11879999935627
1575,9,23,3.12909999047406
1576,9,19,3.2580999832134694
1577,9,23,2.718900010222569
1578,9,19,2.6713999977800995
1579,9,23,2.800499991280958
1580,9,19,3.084399999352172
1581,9,23,3.5445000103209168
1582,9,19,2.993300004163757
1583,9,23,3.1469000095967203
1584,9,19,3.251199988881126
1585,9,23,2.860400010831654
1586,9,19,3.6466000019572675
1587,9,23,3.5121999972034246
1588,9,19,2.7208999963477254
1589,9,23,3.1365999893750995
1590,9,19,3.182700020261109
1591,9,23,3.5766000219155103
1592,9,19,3.5054000036325306
1593,9,23,3.190400020685047
1594,9,19,3.2139999966602772
1595,9,23,3.6358999786898494
1596,9,19,3.2743000192567706
1597,9,23,3.171499993186444
1598,9,19,3.0947999912314117
1599,9,23,3.7725000001955777
1600,9,19,2.8264000138733536
1601,9,23,3.5573999921325594
1602,9,19,3.164200024912134
1603,9,23,3.2242999877780676
1604,9,19,3.413200000068173
1605,9,23,3.2347000087611377
1606,9,19,2.7808999875560403
1607,9,23,2.885699999751523
1608,9,19,2.2846999927423894
1609,9,23,2.730200008954853
1610,9,19,2.335399971343577
1611,9,23,2.3666999768465757
1612,9,19,2.4090000079013407
1613,9,23,2.5166000123135746
1614,9,19,2.411200024653226
1615,9,23,2.448199986247346
1616,9,19,2.3074999917298555
1617,9,23,2.377500000875443
1618,9,19,2.274099999340251
1619,9,23,2.4727999989409
1620,9,19,2.3465999984182417
1621,9,23,2.420800010440871
1622,9,19,2.4676000175531954
1623,9,23,2.3453999892808497
1624,9,19,2.353199990466237
1625,9,23,2.3902000102680176
1626,9,19,2.256200008559972
1627,9,23,2.3501999967265874
1628,9,19,2.4846000014804304
1629,9,23,2.4262999941129237
1630,9,19,2.359099977184087
1631,9,23,2.346099994610995
1632,9,19,2.202900010161102
1633,9,23,2.324500004760921
1634,9,19,2.680499979760498
1635,9,23,3.0144999909680337
1636,9,19,2.368799992837012
1637,9,23,2.5569999997969717
1638,9,19,2.589000010630116
1639,9,23,2.6864999963436276
1640,9,19,2.64320001588203
1641,9,23,2.8477000014390796
1642,9,19,2.7163999911863357
1643,9,23,2.837999985786155
1644,9,19,3.0146000208333135
1645,9,23,2.7230000123381615
1646,9,19,3.3953999809455127
1647,9,23,2.637400000821799
1648,9,19,2.691200003027916
1649,9,23,2.949500019894913
1650,9,19,2.7188000094611198
1651,9,23,3.130500001134351
1652,9,19,3.306200000224635
1653,9,23,2.7065000031143427
1654,9,19,2.786600001854822
1655,9,23,2.9688999929931015
1656,9,19,2.6904999976977706
1657,9,23,3.49810000625439
1658,9,19,2.6812000141944736
1659,9,23,2.7815999928861856
1660,9,19,2.721099997870624
1661,9,23,2.834699989762157
1662,9,19,2.69950000802055
1663,9,23,3.711600002134219
1664,9,19,2.6514999917708337
1665,9,23,2.888499991968274
1666,9,19,2.6983999996446073
1667,9,23,3.311199980089441
1668,9,19,3.4995000169146806
1669,9,23,2.750599989667535
1670,9,19,2.6098999951500446
1671,9,23,2.8824000037275255
1672,9,19,2.7473999944049865
1673,9,23,2.7276999899186194
1674,9,19,3.447099996265024
1675,9,23,2.584700006991625
1676,9,19,2.6098999951500446
1677,9,23,2.8815999976359308
1678,9,19,2.871200005756691
1679,9,23,3.4121999924536794
1680,9,19,4.2507000034675
1681,9,23,2.5606999988667667
1682,9,19,2.473899978213012
1683,9,23,2.470900013577193
1684,9,19,2.179000002797693
1685,9,23,2.6744999922811985
1686,9,19,2.722000004723668
1687,9,23,2.280299988342449
1688,9,19,2.304199995705858
1689,9,23,2.5679999962449074
1690,9,19,2.1865000016987324
1691,9,23,2.312899974640459
1692,9,19,2.4101999879349023
1693,9,23,2.409700013231486
1694,9,19,2.1681000071112067
1695,9,23,2.268899988848716
1696,9,19,2.5160000077448785
1697,9,23,2.3999999975785613
1698,9,19,2.275300008477643
1699,9,23,2.3856000043451786
1700,9,19,2.3287000076379627
1701,9,23,2.3111000191420317
1702,9,19,2.2508999973069876
1703,9,23,3.1771000067237765
1704,9,19,2.831799996783957
1705,9,23,2.2385000193025917
1706,9,19,2.334399992832914
1707,9,23,2.309700008481741
1708,9,19,2.322699991054833
1709,9,23,2.4796999932732433
1710,9,19,2.476199995726347
1711,9,23,2.515300002414733
1712,9,19,2.5883000052999705
1713,9,23,2.5141999940387905
1714,9,19,2.4791000178083777
1715,9,23,2.6659999857656658
1716,9,19,2.506000018911436
1717,9,23,2.5003000046126544
1718,9,19,2.5452999980188906
1719,9,23,3.1461000035051256
1720,9,19,2.866299997549504
1721,9,23,3.711900004418567
1722,9,19,2.9085999995004386
1723,9,23,3.0891999776940793
1724,9,19,3.2216999970842153
1725,9,23,3.494500007946044
1726,9,19,3.4124000230804086
1727,9,23,3.191199997672811
1728,9,19,3.3987000060733408
1729,9,23,3.561700024874881
1730,9,19,3.700300003401935
1731,9,23,3.987300005974248
1732,9,19,3.1343000009655952
1733,9,23,3.2291999959852546
1734,9,19,3.4150999854318798
1735,9,23,3.097900014836341
1736,9,19,2.6584999868646264
1737,9,23,2.861300017684698
1738,9,19,2.7062000008299947
1739,9,23,3.208499983884394
1740,9,19,3.425899980356917
1741,9,23,2.8395999979693443
1742,9,19,2.48019999708049
1743,9,23,3.202499996405095
1744,9,19,2.6440999936312437
1745,9,23,4.271999991033226
1746,9,19,3.4842999884858727
1747,9,23,2.7987000066787004
1748,9,19,2.799500012770295
1749,9,23,3.569100023014471
1750,9,19,3.0245000089053065
1751,9,23,2.836000028764829
1752,9,19,2.9673000099137425
1753,9,23,2.818699984345585
1754,9,19,2.836700004991144
1755,9,23,3.2415000023320317
1756,9,19,2.9574000218417495
1757,9,23,2.6331999979447573
1758,9,19,2.6419000059831887
1759,9,23,2.884199988329783
1760,9,19,2.6985000004060566
1761,9,23,2.654399984749034
1762,9,19,2.6006999833043665
1763,9,23,2.3588000040035695
1764,9,19,2.287399984197691
1765,9,23,2.3981000122148544
1766,9,19,2.4434000079054385
1767,9,23,2.4473000084981322
1768,9,19,2.2319999989122152
1769,9,23,2.3505999997723848
1770,9,19,2.316199999768287
1771,9,23,2.383500017458573
1772,9,19,2.3342999920714647
1773,9,23,2.3040999949444085
1774,9,19,2.30540000484325
1775,9,23,2.3117999953683466
1776,9,19,2.2863999765831977
1777,9,23,2.536100015277043
1778,9,19,2.319599996553734
1779,9,23,2.334600023459643
1780,9,19,2.5727000029291958
1781,9,23,2.491299994289875
1782,9,19,2.604799985419959
1783,9,23,2.622600004542619
1784,9,19,2.418399992166087
1785,9,23,2.454000001307577
1786,9,19,2.6852999872062355
1787,9,23,2.4375000211875886
1788,9,19,2.437900024233386
1789,9,23,2.535599982365966
1790,9,19,2.5613000034354627
1791,9,23,3.005699982168153
1792,9,19,3.3213000278919935
1793,9,23,3.632300009485334
1794,9,19,3.2269000075757504
1795,9,23,3.2310000096913427
1796,9,19,3.024100005859509
1797,9,23,3.3217000018339604
1798,9,19,2.801399998134002
1799,9,23,3.840800025500357
1800,9,19,2.8578999917954206
1801,9,23,3.254200011724606
1802,9,19,2.656700002262369
1803,9,23,2.825499977916479
1804,9,19,2.6440999936312437
1805,9,23,3.613200009567663
1806,9,19,2.6944999990519136
1807,9,23,2.9913000180386007
1808,9,19,2.7216000016778708
1809,9,23,2.736700000241399
1810,9,19,3.0784000118728727
1811,9,23,3.1370000215247273
1812,9,19,3.128799988189712
1813,9,23,2.876300015486777
1814,9,19,3.041899995878339
1815,9,23,2.7543000178411603
1816,9,19,3.6447000165935606
1817,9,23,3.3620999893173575
1818,9,19,8.71039999765344
1819,9,23,6.875799997942522
1820,9,19,4.266900010406971
1821,9,23,5.186299997149035
1822,9,19,4.233299987390637
1823,9,23,4.006299976026639
1824,9,19,3.4401000011712313
1825,9,23,3.0926000035833567
1826,9,19,3.165300004184246
1827,9,23,3.3568000071682036
1828,9,19,2.716799994232133
1829,9,23,2.4738000065553933
1830,9,19,2.4129999801516533
1831,9,23,2.3944999848026782
1832,9,19,2.245400013634935
1833,9,23,2.4212000134866685
1834,9,19,2.3261999886017293
1835,9,23,2.3259999870788306
1836,9,19,2.3270999954547733
1837,9,23,2.3281000030692667
1838,9,19,2.2929999977350235
1839,9,23,2.4683999945409596
1840,9,19,2.279900014400482
1841,9,23,2.3791999847162515
1842,9,19,2.2191000171005726
1843,9,23,2.345799992326647
1844,9,19,2.3842999944463372
1845,9,23,2.335600001970306
1846,9,19,2.2649000165984035
1847,9,23,2.4124000046867877
1848,9,19,2.2988000127952546
1849,9,23,2.317599981324747
1850,9,19,2.226199983851984
1851,9,23,2.42089998209849
1852,9,19,2.4859999830368906
1853,9,23,2.681099984329194
1854,9,19,2.508700010366738
1855,9,23,2.535800012992695
1856,9,19,2.5321000139229
1857,9,23,2.4639999901410192
1858,9,19,2.5021999899763614
1859,9,23,2.6285000203642994
1860,9,19,2.445099991746247
1861,9,23,2.5172999885398895
1862,9,19,2.568100026110187
1863,9,23,2.6095999928656965
