iteration,live_cells,dead_cells,duration_ms
99,9,23,3.796699980739504
100,9,19,3.4784999734256417
101,9,23,3.2967999868560582
102,9,19,2.400800003670156
103,9,23,2.6313000125810504
104,9,19,3.2624999876134098
105,9,23,3.555100003723055
106,9,19,3.960599977290258
107,9,23,3.3903999719768763
108,9,19,2.567800023825839
109,9,23,2.388799999607727
110,9,19,2.3706000065431
111,9,23,2.3065000132191926
112,9,19,2.3976000084076077
113,9,23,2.373399998759851
114,9,19,2.233899984275922
115,9,23,2.310000010766089
116,9,19,2.26239999756217
117,9,23,2.3671000089962035
118,9,19,2.3068999871611595
119,9,23,2.414500020677224
120,9,19,2.234399988083169
121,9,23,2.308499999344349
122,9,19,2.1917000121902674
123,9,23,2.329400012968108
124,9,19,2.216100023360923
125,9,23,2.617399994051084
126,9,19,2.5215000205207616
127,9,23,3.0282999796327204
128,9,19,3.508099995087832
129,9,23,3.215799981262535
130,9,19,3.349200007505715
131,9,23,2.760400006081909
132,9,19,4.141399986110628
133,9,23,3.038900002138689
134,9,19,2.5650000025052577
135,9,23,3.009300009580329
136,9,19,2.9968000017106533
137,9,23,2.853099984349683
138,9,19,2.7467999898362905
139,9,23,3.040400013560429
140,9,19,3.071499988436699
141,9,23,3.1498000025749207
142,9,19,3.1746999884489924
143,9,23,3.4051999973598868
144,9,19,2.677499986020848
145,9,23,3.266799991251901
146,9,19,2.530300000216812
147,9,23,2.661400008946657
148,9,19,3.306500002508983
149,9,23,2.8851999959442765
150,9,19,2.861900022253394
151,9,23,2.8953000146429986
152,9,19,3.454799996688962
153,9,23,3.357099980348721
154,9,19,3.394500003196299
155,9,23,2.9677999846171588
156,9,19,2.7179000026080757
157,9,23,3.1826999911572784
158,9,19,2.8737999964505434
159,9,23,4.6027000062167645
160,9,19,3.0273000011220574
161,9,23,2.6439000212121755
162,9,19,2.650800015544519
163,9,23,2.9975000070407987
164,9,19,2.5239000096917152
165,9,23,2.4012000067159534
166,9,19,2.4012000067159534
167,9,23,2.357999997911975
168,9,19,2.3674999829381704
169,9,23,2.3938000085763633
170,9,19,2.2228999878279865
171,9,23,2.643599989823997
172,9,19,2.324500004760921
173,9,23,2.435900009004399
174,9,19,2.358099998673424
175,9,23,2.378600009251386
176,9,19,2.311899996129796
177,9,23,2.3994999937713146
178,9,19,2.2908000100869685
179,9,23,3.309299994725734
180,9,19,4.354100005002692
181,9,23,4.68040001578629
182,9,19,4.260799993062392
183,9,23,4.346000001532957
184,9,19,4.086100001586601
185,9,23,3.526499989675358
186,9,19,3.427099989494309
187,9,23,3.192400006810203
188,9,19,3.538600023603067
189,9,23,2.700400014873594
190,9,19,2.966500003822148
191,9,23,2.9267000209074467
192,9,19,2.5966000102926046
193,9,23,2.912700001616031
194,9,19,2.428100007819012
195,9,23,2.4070999934338033
196,9,19,2.438099996652454
197,9,23,3.229500027373433
198,9,19,2.8945999802090228
199,9,23,2.8298999823164195
200,9,19,3.071799990721047
201,9,23,2.6485999987926334
202,9,19,3.0759000219404697
203,9,23,3.1365999893750995
204,9,19,3.0549000075552613
205,9,23,2.8192000172566622
206,9,19,2.888000017264858
207,9,23,3.350599989062175
208,9,19,2.9937000072095543
209,9,23,3.2783000206109136
210,9,19,2.812999999150634
211,9,23,2.81060000997968
212,9,19,2.8615999908652157
213,9,23,2.9937000072095543
214,9,19,3.0402000120375305
215,9,23,3.353200008859858
216,9,19,2.7129999944008887
217,9,23,3.184300003340468
218,9,19,2.9937000072095543
219,9,23,3.3523999736644328
220,9,19,3.5568999883253127
221,9,23,2.886800008127466
222,9,19,3.213299991330132
223,9,23,2.8282999992370605
224,9,19,2.7325999981258065
225,9,23,4.041500011226162
226,9,19,3.062099975068122
227,9,23,3.434499987633899
228,9,19,3.3785999985411763
229,9,23,3.1461000035051256
230,9,19,3.5337999870534986
231,9,23,3.540699981385842
232,9,19,3.015800000866875
233,9,23,3.1294999935198575
234,9,19,2.6064999983645976
235,9,23,3.5088000004179776
236,9,19,2.726800012169406
237,9,23,2.8386999911163002
238,9,19,2.4161000037565827
239,9,23,2.307299990206957
240,9,19,2.428200008580461
241,9,23,2.752400003373623
242,9,19,3.00470000365749
243,9,23,2.6858999917749316
244,9,19,2.305100002558902
245,9,23,2.4172000121325254
246,9,19,2.339900005608797
247,9,23,2.6655999827198684
248,9,19,2.651599992532283
249,9,23,2.453699999023229
250,9,19,2.2410000092349946
251,9,23,2.410300017800182
252,9,19,2.4059999850578606
253,9,23,2.471899992087856
254,9,19,2.370700007304549
255,9,23,2.439200005028397
256,9,19,2.374600007897243
257,9,23,2.522900002077222
258,9,19,2.3763999924995005
259,9,23,2.3210000072140247
260,9,19,2.862900000764057
261,9,23,2.782299998216331
262,9,19,2.644499996677041
263,9,23,2.6433000166434795
264,9,19,2.7470000204630196
265,9,23,2.842899993993342
266,9,19,2.740399999311194
267,9,23,2.590999996755272
268,9,19,2.838500018697232
269,9,23,3.2998000096995384
270,9,19,3.176099999109283
271,9,23,3.3730999857652932
272,9,19,3.6029999901074916
273,9,23,3.629700018791482
274,9,19,3.01799998851493
275,9,23,3.108700009761378
276,9,19,2.841199981048703
277,9,23,3.513999981805682
278,9,19,3.8727000064682215
279,9,23,3.4697999944910407
280,9,19,3.0263999942690134
281,9,23,3.2529000018257648
282,9,19,3.395700012333691
283,9,23,2.949800022179261
284,9,19,4.593899997416884
285,9,23,5.709400022169575
286,9,19,4.2178000148851424
287,9,23,4.321300017181784
288,9,19,3.6396999785210937
289,9,23,4.308100003981963
290,9,19,4.965499974787235
291,9,23,4.355000011855736
292,9,19,4.411699977936223
293,9,23,3.8234000094234943
294,9,19,4.918000020552427
295,9,23,4.407000000355765
296,9,19,4.125199979171157
297,9,23,4.05370001681149
298,9,19,3.995800012489781
299,9,23,2.9611000209115446
300,9,19,2.7639000036288053
301,9,23,2.4588000087533146
302,9,19,2.483700023731217
303,9,23,2.721400000154972
304,9,19,2.587299997685477
305,9,23,2.4215999874286354
306,9,19,2.321499981917441
307,9,23,2.398000011453405
308,9,19,2.373399998759851
309,9,23,2.4070999934338033
310,9,19,2.3563000140711665
311,9,23,2.2560000070370734
312,9,19,2.2327000042423606
313,9,23,2.370900008827448
314,9,19,2.271900011692196
315,9,23,2.314699988346547
316,9,19,2.287000010255724
317,9,23,2.497700013918802
318,9,19,2.2438999731093645
319,9,23,2.3720000172033906
320,9,19,2.285800001118332
321,9,23,2.4770000018179417
322,9,19,2.311899996129796
323,9,23,2.373199997236952
324,9,19,2.6326999941375107
325,9,23,2.2729999909643084
326,9,19,2.2604999830946326
327,9,23,2.3683000181335956
328,9,19,2.230600017355755
329,9,23,2.3247000062838197
330,9,19,2.5123000086750835
331,9,23,2.7655999874696136
332,9,19,2.4037999974098057
333,9,23,2.5451999972574413
334,9,19,2.5482000201009214
335,9,23,2.745900012087077
336,9,19,2.7258999762125313
337,9,23,3.1909999961499125
338,9,19,3.0589000089094043
339,9,23,2.9952000186312944
340,9,19,2.743599994573742
341,9,23,3.4715000074356794
342,9,19,3.279099997598678
343,9,23,3.6278000043239444
344,9,19,3.1079000036697835
345,9,23,2.768700011074543
346,9,19,2.9814000008627772
347,9,23,4.023899993626401
348,9,19,3.1815999827813357
349,9,23,2.9112000192981213
350,9,19,3.0306999979075044
351,9,23,2.9590000049211085
352,9,19,3.2605000014882535
353,9,23,4.043799999635667
354,9,19,2.5559000205248594
355,9,23,2.6379000046290457
356,9,19,3.0919999990146607
357,9,23,2.6014000177383423
358,9,19,3.2515999919269234
359,9,23,2.802600007271394
360,9,19,2.6587999891489744
361,9,23,3.1535000016447157
362,9,19,3.3884999866131693
363,9,23,3.0067999905440956
364,9,19,3.341999981785193
365,9,23,2.7427000168245286
366,9,19,3.1700999825261533
367,9,23,3.027700004167855
368,9,19,2.426099992590025
369,9,23,2.570999989984557
370,9,19,2.6646999758668244
371,9,23,2.4265999963972718
372,9,19,2.4748999858275056
373,9,23,2.33650000882335
374,9,19,2.225100004579872
375,9,23,2.329199982341379
376,9,19,2.4591000110376626
377,9,23,2.5012000114656985
378,9,19,2.382999984547496
379,9,23,2.3809999984223396
380,9,19,2.351500006625429
381,9,23,2.3392000002786517
382,9,19,2.3499999952036887
383,9,23,2.378600009251386
384,9,19,2.225599979283288
385,9,23,2.394699986325577
386,9,19,2.242600021418184
387,9,23,2.3373000149149448
388,9,19,2.157700015231967
389,9,23,2.3441000084858388
390,9,19,2.3713000118732452
391,9,23,2.366400003666058
392,9,19,2.344200009247288
393,9,23,2.363999985391274
394,9,19,2.2396999993361533
395,9,23,2.2711000056006014
396,9,19,2.257400017697364
397,9,23,2.3640000144951046
398,9,19,2.3836000182200223
399,9,23,2.3784000077284873
400,9,19,2.271600009407848
401,9,23,2.3112999915611
402,9,19,2.190700004575774
403,9,23,2.3290999815799296
404,9,19,2.618699974846095
405,9,23,2.726999984588474
406,9,19,2.349000016693026
407,9,23,2.4636000161990523
408,9,19,2.4370999890379608
409,9,23,2.4677999899722636
410,9,19,2.6228999777231365
411,9,23,3.4088999964296818
412,9,19,2.700799988815561
413,9,23,2.818300010403618
414,9,19,3.0860999831929803
415,9,23,3.0227999959606677
416,9,19,2.8587999986484647
417,9,23,3.1018999870866537
418,9,19,2.5335999962408096
419,9,23,2.711800014367327
420,9,19,2.4286000116262585
421,9,23,3.467700007604435
422,9,19,3.9146999770309776
423,9,23,2.9137000092305243
424,9,19,2.571200020611286
425,9,23,2.8978000045754015
426,9,19,3.3509999921079725
427,9,23,2.897099999245256
428,9,19,3.1633999897167087
429,9,23,2.9149000183679163
430,9,19,2.783500007353723
431,9,23,3.089600009843707
432,9,19,3.0525999900419265
433,9,23,3.813499992247671
434,9,19,2.6338000025134534
435,9,23,2.9323000053409487
436,9,19,3.304900019429624
437,9,23,2.9869000136386603
438,9,19,3.2668000203557312
439,9,23,2.9792000132147223
440,9,19,2.723100013099611
441,9,23,3.6832999903708696
442,9,19,3.259199991589412
443,9,23,2.7717000048141927
444,9,19,2.7974999975413084
445,9,23,2.423300000373274
446,9,19,2.3127000022213906
447,9,23,2.5445999926887453
448,9,19,2.269499993417412
449,9,23,2.4030999920796603
450,9,19,2.451699983794242
451,9,23,2.5258000241592526
452,9,19,2.724799996940419
453,9,23,2.449499996146187
454,9,19,2.502999996067956
455,9,23,2.5325000169686973
456,9,19,2.7778999938163906
457,9,23,2.6242999883834273
458,9,19,2.432500012218952
459,9,23,2.549099997850135
460,9,19,2.5195999769493937
461,9,23,2.5121999788098037
462,9,19,2.60909998905845
463,9,23,2.7764999831561
464,9,19,2.4677999899722636
465,9,23,2.464100020006299
466,9,19,2.3327000089921057
467,9,23,2.309899980900809
468,9,19,2.648199995746836
469,9,23,2.346399996895343
470,9,19,2.752899978077039
471,9,23,2.8951000131201
472,9,19,2.463699987856671
473,9,23,2.272599987918511
474,9,19,2.2526999819092453
475,9,23,2.308800001628697
476,9,19,2.299999992828816
477,9,23,2.3082999978214502
478,9,19,3.5238999989815056
479,9,23,3.097300010267645
480,9,19,2.8688000165857375
481,9,23,3.3841000113170594
482,9,19,2.9121999978087842
483,9,23,3.0839999963063747
484,9,19,3.133299993351102
485,9,23,3.4313999931328
486,9,19,3.1641999958083034
487,9,23,5.70570002309978
488,9,19,3.762100008316338
489,9,23,3.64480001735501
490,9,19,3.891900007147342
491,9,23,5.5012000084389
492,9,19,4.098399978829548
493,9,23,3.8369999965652823
494,9,19,3.8483999960590154
495,9,23,4.651600000215694
496,9,19,3.9450000040233135
497,9,23,3.8653999799862504
498,9,19,4.602500004693866
499,9,23,4.095899988897145
500,9,19,3.8912000018171966
501,9,23,4.593399993609637
502,9,19,4.32919999002479
503,9,23,4.182900011073798
504,9,19,3.1869999947957695
505,9,23,3.213200019672513
506,9,19,3.6037999961990863
507,9,23,3.4382000158075243
508,9,19,3.3144000044558197
509,9,23,2.789999998640269
510,9,19,2.549099997850135
511,9,23,2.910999988671392
512,9,19,2.6422000082675368
513,9,23,2.9630999779328704
514,9,19,2.4772000033408403
515,9,23,2.356500015594065
516,9,19,2.52320000436157
517,9,23,2.9332999838516116
518,9,19,2.826599986292422
519,9,23,2.7765000122599304
520,9,19,2.8430999955162406
521,9,23,2.3355000012088567
522,9,19,2.4855999799910933
523,9,23,2.4135999847203493
524,9,19,2.211300015915185
525,9,23,2.318600018043071
526,9,19,2.290100004756823
527,9,23,2.2686999873258173
528,9,19,2.171900006942451
529,9,23,3.248699998948723
530,9,19,2.5569999997969717
531,9,23,2.5864999915938824
532,9,19,2.2810999944340438
533,9,23,2.271800010930747
534,9,19,2.2216999786905944
535,9,23,3.045999997993931
536,9,19,2.527999982703477
537,9,23,2.5858999870251864
538,9,19,2.499900001566857
539,9,23,2.5687999732326716
540,9,19,2.7929999923799187
541,9,23,2.4905999889597297
542,9,19,2.3973999777808785
543,9,23,2.4084000033326447
544,9,19,2.279300009831786
545,9,23,2.433199988445267
546,9,19,2.9694000259041786
547,9,23,3.0814000056125224
548,9,19,3.14689998049289
549,9,23,4.242000024532899
550,9,19,3.339799994137138
551,9,23,4.808300000149757
552,9,19,4.052399977808818
553,9,23,3.771900024730712
554,9,19,4.325399990193546
555,9,23,4.847100004553795
556,9,19,3.006599989021197
557,9,23,3.4416000125929713
558,9,19,2.8586000262293965
559,9,23,3.340099996421486
560,9,19,2.975700015667826
561,9,23,2.8809999930672348
562,9,19,2.585900016129017
563,9,23,2.7042000147048384
564,9,19,3.264300001319498
565,9,23,4.221199982566759
566,9,19,3.1287000165320933
567,9,23,3.595999995013699
568,9,19,2.9072000179439783
569,9,23,4.282500012777746
570,9,19,3.1864999909885228
571,9,23,3.1273000058718026
572,9,19,3.534900024533272
573,9,23,3.8497000059578568
574,9,19,3.8306000060401857
575,9,23,2.9975000070407987
576,9,19,3.391499980352819
577,9,23,3.1527999963145703
578,9,19,3.0150999955367297
579,9,23,2.7870999765582383
580,9,19,2.4868999898899347
581,9,23,2.4332999892067164
582,9,19,2.3111000191420317
583,9,23,2.391500020166859
584,9,19,2.361999999266118
585,9,23,2.366600005188957
586,9,19,2.5813999818637967
587,9,23,2.3776000016368926
588,9,19,2.2939000045880675
589,9,23,2.3234999971464276
590,9,19,2.3520000104326755
591,9,23,2.35280001652427
592,9,19,2.2271999914664775
593,9,23,2.4563999904785305
594,9,19,2.3037999926600605
595,9,23,2.3065999848768115
596,9,19,2.2535000171046704
597,9,23,2.623599983053282
598,9,19,2.3803999938536435
599,9,23,2.2947000106796622
600,9,19,2.254099992569536
601,9,23,2.4374000204261392
602,9,19,2.306499984115362
603,9,23,2.319899998838082
604,9,19,2.3695999989286065
605,9,23,2.2643000120297074
606,9,19,2.195999986724928
607,9,23,2.2709000040777028
608,9,19,2.4086000048555434
609,9,23,2.288199990289286
610,9,19,2.2228999878279865
611,9,23,2.6362999924458563
612,9,19,2.344200009247288
613,9,23,2.463099983287975
614,9,19,2.593600016552955
615,9,23,2.6262999745085835
616,9,19,2.428500010864809
617,9,23,2.6165999879594892
618,9,19,2.5981999933719635
619,9,23,2.7700999926310033
620,9,19,3.695399995194748
621,9,23,2.74840000201948
622,9,19,2.6599999982863665
623,9,23,2.811899990774691
624,9,19,2.4449999909847975
625,9,23,2.842299989424646
626,9,19,3.629400016507134
627,9,23,2.7991999813821167
628,9,19,2.7809999883174896
629,9,23,2.8778999985661358
630,9,19,2.955700008897111
631,9,23,3.2491000019945204
632,9,19,2.741499978583306
633,9,23,2.7886999887414277
634,9,19,2.7197999879717827
635,9,23,2.6440999936312437
636,9,19,3.185000008670613
637,9,23,3.045699995709583
638,9,19,3.2290999952238053
639,9,23,2.9501999961212277
640,9,19,2.4705999821890146
641,9,23,2.6205999893136322
642,9,19,3.597500006435439
643,9,23,2.989600005093962
644,9,19,2.4930000072345138
645,9,23,2.8452000115066767
646,9,19,2.5332999939564615
647,9,23,2.5295000232290477
648,9,19,3.528900007950142
649,9,23,3.124099981505424
650,9,19,3.185200010193512
651,9,23,2.6308000087738037
652,9,19,2.3052000033203512
653,9,23,2.3397000040858984
654,9,19,3.1759999983478338
655,9,23,2.8027000080328435
656,9,19,2.4902999866753817
657,9,23,2.415299997664988
658,9,19,2.3367999820038676
659,9,23,2.3877000203356147
660,9,19,2.7646999806165695
661,9,23,2.825100003974512
662,9,19,2.366300002904609
663,9,23,2.298799983691424
664,9,19,2.2081999923102558
665,9,23,2.321100007975474
666,9,19,2.3435000039171427
667,9,23,2.546499978052452
668,9,19,2.427600004011765
669,9,23,2.3465999984182417
670,9,19,2.23129999358207
671,9,23,2.3253000108525157
672,9,19,2.293099998496473
673,9,23,2.534300001570955
674,9,19,2.400800003670156
675,9,23,2.3465999984182417
676,9,19,2.1881000138819218
677,9,23,2.3957999947015196
678,9,19,2.276200015330687
679,9,23,2.736099995672703
680,9,19,2.3930000024847686
681,9,23,2.579899999545887
682,9,19,2.3675999836996198
683,9,23,2.424200007226318
684,9,19,2.3726999934297055
685,9,23,2.7006000163964927
686,9,19,2.7956000121776015
687,9,23,2.477499976521358
688,9,19,2.3169000050984323
689,9,23,2.294300007633865
690,9,19,2.429600019240752
691,9,23,2.510999998776242
692,9,19,2.6741999899968505
693,9,23,2.761600015219301
694,9,19,2.818500011926517
695,9,23,2.9941000102553517
696,9,19,3.101099980995059
697,9,23,3.4157000191044062
698,9,19,3.2534000056330115
699,9,23,4.605699999956414
700,9,19,3.969700017478317
701,9,23,3.775300021516159
702,9,19,3.6891000054311007
703,9,23,3.6585000052582473
704,9,19,3.3647000091150403
705,9,23,3.3131999953184277
706,9,19,2.853900019545108
707,9,23,3.229599999031052
708,9,19,4.162400000495836
709,9,23,3.2470999867655337
710,9,19,3.548999986378476
711,9,23,3.803600004175678
712,9,19,3.6914999946020544
713,9,23,4.824400006327778
714,9,19,3.097300010267645
715,9,23,3.387100005056709
716,9,19,4.0441999735776335
717,9,23,3.479900013189763
718,9,19,2.7791000029537827
719,9,23,2.8480000037234277
720,9,19,2.978800010168925
721,9,23,2.9786000086460263
722,9,19,3.2537000079173595
723,9,23,4.233599989674985
724,9,19,2.7135999989695847
725,9,23,2.8575999895110726
726,9,19,2.896399993915111
727,9,23,2.7837999805342406
728,9,19,2.713099995162338
729,9,23,2.6209999923594296
730,9,19,2.5476000155322254
731,9,23,2.536199986934662
732,9,19,2.4302999954670668
733,9,23,2.6670999941416085
734,9,19,3.212300012819469
735,9,23,2.795299980789423
736,9,19,2.3509000020567328
737,9,23,2.4720999936107546
738,9,19,2.9344999929890037
739,9,23,2.513699990231544
740,9,19,2.6510000170674175
741,9,23,2.693000016734004
742,9,19,2.4184999929275364
743,9,23,2.538300002925098
744,9,19,2.2855999995954335
745,9,23,2.3351999989245087
746,9,19,2.3098000092431903
747,9,23,2.375399984885007
748,9,19,2.3247000062838197
749,9,23,2.2683999850414693
750,9,19,2.3173000081442297
751,9,23,2.515500003937632
752,9,19,2.4335000198334455
753,9,23,2.35580001026392
754,9,19,2.246999996714294
755,9,23,2.3809999984223396
756,9,19,2.2203999978955835
757,9,23,2.3514000058639795
758,9,19,2.222799987066537
759,9,23,3.0528999923262745
760,9,19,2.4677999899722636
761,9,23,2.3709999804850668
762,9,19,2.5590999866835773
763,9,23,2.444299985654652
764,9,19,2.307200018549338
765,9,23,3.146800008835271
766,9,19,2.663499995833263
767,9,23,3.1162999803200364
768,9,19,2.9673000099137425
769,9,23,2.704199985601008
770,9,19,2.6024999970104545
771,9,23,3.3859999966807663
772,9,19,2.3846999974921346
773,9,23,3.04320000577718
774,9,19,2.5606999988667667
775,9,23,2.4773000041022897
776,9,19,2.4126999778673053
777,9,23,2.513699990231544
778,9,19,2.689000015379861
779,9,23,3.090500016696751
780,9,19,2.733400004217401
781,9,23,2.9685999907087535
782,9,19,2.798000001348555
783,9,23,2.588800009107217
784,9,19,2.8018000011797994
785,9,23,3.9960999856702983
786,9,19,3.3851000189315528
787,9,23,2.976699994178489
788,9,19,3.3414999779779464
789,9,23,2.527200005715713
790,9,19,3.489599999738857
791,9,23,3.084099997067824
792,9,19,2.6339000032749027
793,9,23,2.952100010588765
794,9,19,3.4685999853536487
795,9,23,2.9694999975617975
796,9,19,3.205699991667643
797,9,23,3.4829999785870314
798,9,19,2.674800023669377
799,9,23,2.6461000088602304
800,9,19,2.857099985703826
801,9,23,3.0593999836128205
802,9,19,2.330300019821152
803,9,23,2.358099998673424
804,9,19,2.1761999814771116
805,9,23,2.369699999690056
806,9,19,2.2182000102475286
807,9,23,2.36459998995997
808,9,19,2.4901999859139323
809,9,23,2.3759000177960843
810,9,19,2.2733999940101057
811,9,23,2.3056000063661486
812,9,19,2.2517000033985823
813,9,23,2.457700000377372
814,9,19,2.5117000041063875
815,9,23,2.352899988181889
816,9,19,2.282000001287088
817,9,23,2.3449999862350523
818,9,19,2.27870000526309
819,9,23,2.3776000016368926
820,9,19,2.3714000126346946
821,9,23,2.515600004699081
822,9,19,2.179099974455312
823,9,23,2.335900004254654
824,9,19,2.2996000188868493
825,9,23,2.36459998995997
826,9,19,2.245400013634935
827,9,23,2.4927000049501657
828,9,19,2.3234999971464276
829,9,23,2.271900011692196
830,9,19,2.290700009325519
831,9,23,2.4135999847203493
832,9,19,2.3025999835226685
833,9,23,2.383399987593293
834,9,19,2.3231999948620796
835,9,23,2.404500002739951
836,9,19,2.248899982078001
837,9,23,2.5211000174749643
838,9,19,2.6144000003114343
839,9,23,2.4055000103544444
840,9,19,2.587599999969825
841,9,23,2.4175999860744923
842,9,19,2.4101999879349023
843,9,23,2.5605999981053174
844,9,19,2.5877000007312745
845,9,23,3.0353000038303435
846,9,19,3.0078999989200383
847,9,23,2.643899992108345
848,9,19,2.6766999799292535
849,9,23,3.0478000117000192
850,9,19,2.738099981797859
851,9,23,2.675199997611344
852,9,19,3.267499996582046
853,9,23,2.6489000010769814
854,9,19,3.3950999786611646
855,9,23,3.1355000101029873
856,9,19,2.7461000136099756
857,9,23,3.1441000173799694
858,9,19,3.4562000073492527
859,9,23,2.8713000065181404
860,9,19,3.1165999826043844
861,9,23,2.7808000158984214
862,9,19,2.9257999849505723
863,9,23,2.9636000108439475
864,9,19,3.127400006633252
865,9,23,3.1922999769449234
866,9,19,2.6935999921988696
867,9,23,3.2682000019121915
868,9,19,2.7489999774843454
869,9,23,2.8426999924704432
870,9,19,3.2284000189974904
871,9,23,3.1615000043530017
872,9,19,2.7966999914497137
873,9,23,3.0918999982532114
874,9,19,2.652499999385327
875,9,23,2.6373000000603497
876,9,19,3.3488000044599175
877,9,23,2.6040999800898135
878,9,19,2.3493999906349927
879,9,23,2.2825000050943345
880,9,19,2.3484999837819487
881,9,23,2.2666999720968306
882,9,19,2.1677000040654093
883,9,23,2.518299996154383
884,9,19,2.605699992273003
885,9,23,2.4215000157710165
886,9,19,2.2443000052589923
887,9,23,2.2484000073745847
888,9,19,2.1653999865520746
889,9,23,2.3618999985046685
890,9,19,2.534600003855303
891,9,23,2.421400015009567
892,9,19,2.2587999992538244
893,9,23,2.3902000102680176
894,9,19,2.3392000002786517
895,9,23,2.2933000000193715
896,9,19,2.312500000698492
897,9,23,2.4528000212740153
898,9,19,2.2726999886799604
899,9,23,2.294900012202561
900,9,19,2.224500000011176
901,9,23,2.3188999912235886
902,9,19,2.1767000143881887
903,9,23,2.4708999844733626
904,9,19,2.4916999973356724
905,9,23,2.3538999957963824
906,9,19,2.304299996467307
907,9,23,2.3197999980766326
908,9,19,2.3344999935943633
909,9,23,2.4432999780401587
910,9,19,2.3406999825965613
911,9,23,2.3914999910630286
912,9,19,2.2906999802216887
913,9,23,2.3654000251553953
914,9,19,2.3262000177055597
915,9,23,2.3215999826788902
916,9,19,2.343399974051863
917,9,23,2.374100004089996
918,9,19,2.5408999936189502
919,9,23,2.60909998905845
920,9,19,2.540499990573153
921,9,23,2.5929999828804284
922,9,19,2.7120999875478446
923,9,23,3.282499994384125
924,9,19,3.0655000009573996
925,9,23,2.8159000212326646
926,9,19,2.485199976945296
927,9,23,2.807800017762929
928,9,19,2.8458000160753727
929,9,23,2.865000016754493
930,9,19,3.8788999954704195
931,9,23,3.3619000168982893
932,9,19,3.2905999978538603
933,9,23,3.9349999860860407
934,9,19,3.945100004784763
935,9,23,3.554499999154359
936,9,19,3.564099984942004
937,9,23,3.9680000045336783
938,9,19,3.3195999858435243
939,9,23,4.033899982459843
940,9,19,2.4961000017356128
941,9,23,2.7034000086132437
942,9,19,3.222200000891462
943,9,23,2.864400012185797
944,9,19,3.048499987926334
945,9,23,3.1522000208497047
946,9,19,2.582600020105019
947,9,23,2.8070000116713345
948,9,19,3.40620000497438
949,9,23,2.900499996030703
950,9,19,3.3537000126671046
951,9,23,2.8310000197961926
952,9,19,2.7771999884862453
953,9,23,2.7473999944049865
954,9,19,3.261699981521815
955,9,23,3.242500009946525
956,9,19,2.5797999987844378
957,9,23,2.380299993092194
958,9,19,2.2646000143140554
959,9,23,2.631800016388297
960,9,19,2.4126000062096864
